AFFYMETRIX_3PRIME_IVT_ID	Name	Species
237718_at	eukaryotic translation initiation factor 4E(EIF4E)	Homo sapiens
201435_s_at	eukaryotic translation initiation factor 4E(EIF4E)	Homo sapiens
221539_at	eukaryotic translation initiation factor 4E binding protein 1(EIF4EBP1)	Homo sapiens
224645_at	eukaryotic translation initiation factor 4E binding protein 2(EIF4EBP2)	Homo sapiens
208770_s_at	eukaryotic translation initiation factor 4E binding protein 2(EIF4EBP2)	Homo sapiens
208769_at	eukaryotic translation initiation factor 4E binding protein 2(EIF4EBP2)	Homo sapiens
224653_at	eukaryotic translation initiation factor 4E binding protein 2(EIF4EBP2)	Homo sapiens
1570454_at	eukaryotic translation initiation factor 4E binding protein 2(EIF4EBP2)	Homo sapiens
208624_s_at	eukaryotic translation initiation factor 4 gamma 1(EIF4G1)	Homo sapiens
208625_s_at	eukaryotic translation initiation factor 4 gamma 1(EIF4G1)	Homo sapiens
200004_at	eukaryotic translation initiation factor 4 gamma 2(EIF4G2)	Homo sapiens
217607_x_at	eukaryotic translation initiation factor 4 gamma 2(EIF4G2)	Homo sapiens
1557964_at	eukaryotic translation initiation factor 4 gamma 2(EIF4G2)	Homo sapiens
208708_x_at	eukaryotic translation initiation factor 5(EIF5)	Homo sapiens
208705_s_at	eukaryotic translation initiation factor 5(EIF5)	Homo sapiens
208707_at	eukaryotic translation initiation factor 5(EIF5)	Homo sapiens
241843_at	eukaryotic translation initiation factor 5(EIF5)	Homo sapiens
208290_s_at	eukaryotic translation initiation factor 5(EIF5)	Homo sapiens
208706_s_at	eukaryotic translation initiation factor 5(EIF5)	Homo sapiens
201122_x_at	eukaryotic translation initiation factor 5A(EIF5A)	Homo sapiens
213753_x_at	eukaryotic translation initiation factor 5A(EIF5A)	Homo sapiens
201123_s_at	eukaryotic translation initiation factor 5A(EIF5A)	Homo sapiens
224198_at	chymotrypsin like elastase 1(CELA1)	Homo sapiens
239607_at	G protein-coupled receptor 156(GPR156)	Homo sapiens
1553028_at	G protein-coupled receptor 156(GPR156)	Homo sapiens
206871_at	elastase, neutrophil expressed(ELANE)	Homo sapiens
212268_at	serpin family B member 1(SERPINB1)	Homo sapiens
239213_at	serpin family B member 1(SERPINB1)	Homo sapiens
228726_at	serpin family B member 1(SERPINB1)	Homo sapiens
213572_s_at	serpin family B member 1(SERPINB1)	Homo sapiens
208427_s_at	ELAV like RNA binding protein 2(ELAVL2)	Homo sapiens
228260_at	ELAV like RNA binding protein 2(ELAVL2)	Homo sapiens
201726_at	ELAV like RNA binding protein 1(ELAVL1)	Homo sapiens
244660_at	ELAV like RNA binding protein 1(ELAVL1)	Homo sapiens
201727_s_at	ELAV like RNA binding protein 1(ELAVL1)	Homo sapiens
227746_at	ELAV like RNA binding protein 1(ELAVL1)	Homo sapiens
1555602_a_at	ELAV like RNA binding protein 3(ELAVL3)	Homo sapiens
227612_at	ELAV like RNA binding protein 3(ELAVL3)	Homo sapiens
206338_at	ELAV like RNA binding protein 3(ELAVL3)	Homo sapiens
241424_at	ELAV like RNA binding protein 4(ELAVL4)	Homo sapiens
238073_at	ELAV like RNA binding protein 4(ELAVL4)	Homo sapiens
234904_x_at	ELAV like RNA binding protein 4(ELAVL4)	Homo sapiens
206051_at	ELAV like RNA binding protein 4(ELAVL4)	Homo sapiens
212420_at	E74 like ETS transcription factor 1(ELF1)	Homo sapiens
212418_at	E74 like ETS transcription factor 1(ELF1)	Homo sapiens
203822_s_at	E74 like ETS transcription factor 2(ELF2)	Homo sapiens
210361_s_at	E74 like ETS transcription factor 2(ELF2)	Homo sapiens
242735_x_at	E74 like ETS transcription factor 2(ELF2)	Homo sapiens
201510_at	E74 like ETS transcription factor 3(ELF3)	Homo sapiens
210827_s_at	E74 like ETS transcription factor 3(ELF3)	Homo sapiens
229842_at	E74 like ETS transcription factor 3(ELF3)	Homo sapiens
203490_at	E74 like ETS transcription factor 4(ELF4)	Homo sapiens
31845_at	E74 like ETS transcription factor 4(ELF4)	Homo sapiens
220624_s_at	E74 like ETS transcription factor 5(ELF5)	Homo sapiens
220625_s_at	E74 like ETS transcription factor 5(ELF5)	Homo sapiens
203617_x_at	ETS transcription factor ELK1(ELK1)	Homo sapiens
210850_s_at	ETS transcription factor ELK1(ELK1)	Homo sapiens
210376_x_at	ETS transcription factor ELK1(ELK1)	Homo sapiens
217039_x_at	ETS transcription factor ELK2A, pseudogene(ELK2AP)	Homo sapiens
221773_at	ETS transcription factor ELK3(ELK3)	Homo sapiens
206127_at	ETS transcription factor ELK3(ELK3)	Homo sapiens
1566569_at	ETS transcription factor ELK4(ELK4)	Homo sapiens
238761_at	ETS transcription factor ELK4(ELK4)	Homo sapiens
214831_at	ETS transcription factor ELK4(ELK4)	Homo sapiens
205994_at	ETS transcription factor ELK4(ELK4)	Homo sapiens
206919_at	ETS transcription factor ELK4(ELK4)	Homo sapiens
225159_s_at	ETS transcription factor ELK4(ELK4)	Homo sapiens
230549_at	ETS transcription factor ELK4(ELK4)	Homo sapiens
216269_s_at	elastin(ELN)	Homo sapiens
212670_at	elastin(ELN)	Homo sapiens
204796_at	EMAP like 1(EML1)	Homo sapiens
204797_s_at	EMAP like 1(EML1)	Homo sapiens
209477_at	emerin(EMD)	Homo sapiens
203942_s_at	microtubule affinity regulating kinase 2(MARK2)	Homo sapiens
211082_x_at	microtubule affinity regulating kinase 2(MARK2)	Homo sapiens
213895_at	epithelial membrane protein 1(EMP1)	Homo sapiens
201324_at	epithelial membrane protein 1(EMP1)	Homo sapiens
201325_s_at	epithelial membrane protein 1(EMP1)	Homo sapiens
229011_at	epithelial membrane protein 1(EMP1)	Homo sapiens
1564796_at	epithelial membrane protein 1(EMP1)	Homo sapiens
234233_s_at	epithelial membrane protein 1(EMP1)	Homo sapiens
238500_at	epithelial membrane protein 2(EMP2)	Homo sapiens
225078_at	epithelial membrane protein 2(EMP2)	Homo sapiens
204975_at	epithelial membrane protein 2(EMP2)	Homo sapiens
225079_at	epithelial membrane protein 2(EMP2)	Homo sapiens
203729_at	epithelial membrane protein 3 (MAM blood group)(EMP3)	Homo sapiens
207111_at	adhesion G protein-coupled receptor E1(ADGRE1)	Homo sapiens
215264_at	empty spiracles homeobox 1(EMX1)	Homo sapiens
214073_at	cortactin(CTTN)	Homo sapiens
214782_at	cortactin(CTTN)	Homo sapiens
201059_at	cortactin(CTTN)	Homo sapiens
1567277_at	cortactin(CTTN)	Homo sapiens
214074_s_at	cortactin(CTTN)	Homo sapiens
221950_at	empty spiracles homeobox 2(EMX2)	Homo sapiens
220559_at	engrailed homeobox 1(EN1)	Homo sapiens
207060_at	engrailed homeobox 2(EN2)	Homo sapiens
204824_at	endonuclease G(ENDOG)	Homo sapiens
201808_s_at	endoglin(ENG)	Homo sapiens
201809_s_at	endoglin(ENG)	Homo sapiens
240258_at	enolase 1(ENO1)	Homo sapiens
217294_s_at	enolase 1(ENO1)	Homo sapiens
201231_s_at	enolase 1(ENO1)	Homo sapiens
216554_s_at	enolase 1(ENO1)	Homo sapiens
201313_at	enolase 2(ENO2)	Homo sapiens
204483_at	enolase 3(ENO3)	Homo sapiens
237691_x_at	enolase 3(ENO3)	Homo sapiens
204844_at	glutamyl aminopeptidase(ENPEP)	Homo sapiens
204845_s_at	glutamyl aminopeptidase(ENPEP)	Homo sapiens
202596_at	endosulfine alpha(ENSA)	Homo sapiens
228852_at	endosulfine alpha(ENSA)	Homo sapiens
228851_s_at	endosulfine alpha(ENSA)	Homo sapiens
221487_s_at	endosulfine alpha(ENSA)	Homo sapiens
221486_at	endosulfine alpha(ENSA)	Homo sapiens
201802_at	solute carrier family 29 member 1 (Augustine blood group)(SLC29A1)	Homo sapiens
201801_s_at	solute carrier family 29 member 1 (Augustine blood group)(SLC29A1)	Homo sapiens
213579_s_at	E1A binding protein p300(EP300)	Homo sapiens
202221_s_at	E1A binding protein p300(EP300)	Homo sapiens
200879_s_at	endothelial PAS domain protein 1(EPAS1)	Homo sapiens
200878_at	endothelial PAS domain protein 1(EPAS1)	Homo sapiens
220874_at	erythrocyte membrane protein band 4.1(EPB41)	Homo sapiens
225051_at	erythrocyte membrane protein band 4.1(EPB41)	Homo sapiens
214530_x_at	erythrocyte membrane protein band 4.1(EPB41)	Homo sapiens
1554481_a_at	erythrocyte membrane protein band 4.1(EPB41)	Homo sapiens
207793_s_at	erythrocyte membrane protein band 4.1(EPB41)	Homo sapiens
209826_at	PPT2-EGFL8 readthrough (NMD candidate)(PPT2-EGFL8)	Homo sapiens
208469_s_at	PPT2-EGFL8 readthrough (NMD candidate)(PPT2-EGFL8)	Homo sapiens
212336_at	erythrocyte membrane protein band 4.1 like 1(EPB41L1)	Homo sapiens
212339_at	erythrocyte membrane protein band 4.1 like 1(EPB41L1)	Homo sapiens
230289_at	erythrocyte membrane protein band 4.1 like 1(EPB41L1)	Homo sapiens
201718_s_at	erythrocyte membrane protein band 4.1 like 2(EPB41L2)	Homo sapiens
242092_at	erythrocyte membrane protein band 4.1 like 2(EPB41L2)	Homo sapiens
201719_s_at	erythrocyte membrane protein band 4.1 like 2(EPB41L2)	Homo sapiens
210746_s_at	erythrocyte membrane protein band 4.2(EPB42)	Homo sapiens
204505_s_at	dematin actin binding protein(DMTN)	Homo sapiens
206742_at	PIR-FIGF readthrough(PIR-FIGF)	Homo sapiens
201061_s_at	stomatin(STOM)	Homo sapiens
201062_at	stomatin(STOM)	Homo sapiens
201060_x_at	stomatin(STOM)	Homo sapiens
215804_at	EPH receptor A1(EPHA1)	Homo sapiens
241482_at	EPH receptor A1(EPHA1)	Homo sapiens
205977_s_at	EPH receptor A1(EPHA1)	Homo sapiens
206070_s_at	EPH receptor A3(EPHA3)	Homo sapiens
206071_s_at	EPH receptor A3(EPHA3)	Homo sapiens
211164_at	EPH receptor A3(EPHA3)	Homo sapiens
234460_at	NADH:ubiquinone oxidoreductase complex assembly factor 4(Ndufaf4)	Rattus norvegicus
228948_at	EPH receptor A4(EPHA4)	Homo sapiens
206114_at	EPH receptor A4(EPHA4)	Homo sapiens
229374_at	EPH receptor A4(EPHA4)	Homo sapiens
227449_at	EPH receptor A4(EPHA4)	Homo sapiens
238671_at	EPH receptor A4(EPHA4)	Homo sapiens
215664_s_at	EPH receptor A5(EPHA5)	Homo sapiens
237939_at	EPH receptor A5(EPHA5)	Homo sapiens
216837_at	EPH receptor A5(EPHA5)	Homo sapiens
238533_at	EPH receptor A7(EPHA7)	Homo sapiens
1554629_at	EPH receptor A7(EPHA7)	Homo sapiens
206852_at	EPH receptor A7(EPHA7)	Homo sapiens
229288_at	EPH receptor A7(EPHA7)	Homo sapiens
37005_at	MICOS10-NBL1 readthrough(MICOS10-NBL1)	Homo sapiens
231796_at	EPH receptor A8(EPHA8)	Homo sapiens
1554069_at	EPH receptor A8(EPHA8)	Homo sapiens
212384_at	ATP6V1G2-DDX39B readthrough (NMD candidate)(ATP6V1G2-DDX39B)	Homo sapiens
200041_s_at	ATP6V1G2-DDX39B readthrough (NMD candidate)(ATP6V1G2-DDX39B)	Homo sapiens
210753_s_at	EPH receptor B1(EPHB1)	Homo sapiens
230425_at	EPH receptor B1(EPHB1)	Homo sapiens
211898_s_at	EPH receptor B1(EPHB1)	Homo sapiens
209589_s_at	EPH receptor B2(EPHB2)	Homo sapiens
209588_at	EPH receptor B2(EPHB2)	Homo sapiens
211165_x_at	EPH receptor B2(EPHB2)	Homo sapiens
210651_s_at	EPH receptor B2(EPHB2)	Homo sapiens
230088_at	EPH receptor B2(EPHB2)	Homo sapiens
230119_at	EPH receptor B2(EPHB2)	Homo sapiens
1438_at	EPH receptor B3(EPHB3)	Homo sapiens
204600_at	EPH receptor B3(EPHB3)	Homo sapiens
216680_s_at	EPH receptor B4(EPHB4)	Homo sapiens
202894_at	EPH receptor B4(EPHB4)	Homo sapiens
229916_at	ectonucleotide pyrophosphatase/phosphodiesterase 6(ENPP6)	Homo sapiens
204718_at	EPH receptor B6(EPHB6)	Homo sapiens
202017_at	epoxide hydrolase 1(EPHX1)	Homo sapiens
209368_at	epoxide hydrolase 2(EPHX2)	Homo sapiens
213434_at	syntaxin 2(STX2)	Homo sapiens
207346_at	syntaxin 2(STX2)	Homo sapiens
219341_at	CLN8 transmembrane ER and ERGIC protein(CLN8)	Homo sapiens
222874_s_at	CLN8 transmembrane ER and ERGIC protein(CLN8)	Homo sapiens
229958_at	CLN8 transmembrane ER and ERGIC protein(CLN8)	Homo sapiens
219340_s_at	CLN8 transmembrane ER and ERGIC protein(CLN8)	Homo sapiens
223912_s_at	CLN8 transmembrane ER and ERGIC protein(CLN8)	Homo sapiens
217254_s_at	erythropoietin(EPO)	Homo sapiens
207257_at	erythropoietin(EPO)	Homo sapiens
216999_at	erythropoietin receptor(EPOR)	Homo sapiens
209963_s_at	erythropoietin receptor(EPOR)	Homo sapiens
209962_at	erythropoietin receptor(EPOR)	Homo sapiens
396_f_at	erythropoietin receptor(EPOR)	Homo sapiens
37986_at	erythropoietin receptor(EPOR)	Homo sapiens
215054_at	erythropoietin receptor(EPOR)	Homo sapiens
200841_s_at	glutamyl-prolyl-tRNA synthetase 1(EPRS1)	Homo sapiens
200843_s_at	glutamyl-prolyl-tRNA synthetase 1(EPRS1)	Homo sapiens
200842_s_at	glutamyl-prolyl-tRNA synthetase 1(EPRS1)	Homo sapiens
202609_at	EGFR pathway substrate 8, signaling adaptor(EPS8)	Homo sapiens
217887_s_at	epidermal growth factor receptor pathway substrate 15(EPS15)	Homo sapiens
217886_at	epidermal growth factor receptor pathway substrate 15(EPS15)	Homo sapiens
209261_s_at	nuclear receptor subfamily 2 group F member 6(NR2F6)	Homo sapiens
209262_s_at	nuclear receptor subfamily 2 group F member 6(NR2F6)	Homo sapiens
213354_s_at	nuclear receptor subfamily 2 group F member 6(NR2F6)	Homo sapiens
210930_s_at	erb-b2 receptor tyrosine kinase 2(ERBB2)	Homo sapiens
234354_x_at	erb-b2 receptor tyrosine kinase 2(ERBB2)	Homo sapiens
216836_s_at	erb-b2 receptor tyrosine kinase 2(ERBB2)	Homo sapiens
1563253_s_at	erb-b2 receptor tyrosine kinase 3(ERBB3)	Homo sapiens
202454_s_at	erb-b2 receptor tyrosine kinase 3(ERBB3)	Homo sapiens
1563252_at	erb-b2 receptor tyrosine kinase 3(ERBB3)	Homo sapiens
215638_at	erb-b2 receptor tyrosine kinase 3(ERBB3)	Homo sapiens
226213_at	erb-b2 receptor tyrosine kinase 3(ERBB3)	Homo sapiens
235042_at	xin actin binding repeat containing 1(XIRP1)	Homo sapiens
233498_at	erb-b2 receptor tyrosine kinase 4(ERBB4)	Homo sapiens
233494_at	erb-b2 receptor tyrosine kinase 4(ERBB4)	Homo sapiens
214053_at	erb-b2 receptor tyrosine kinase 4(ERBB4)	Homo sapiens
206794_at	erb-b2 receptor tyrosine kinase 4(ERBB4)	Homo sapiens
228131_at	ERCC excision repair 1, endonuclease non-catalytic subunit(ERCC1)	Homo sapiens
203720_s_at	ERCC excision repair 1, endonuclease non-catalytic subunit(ERCC1)	Homo sapiens
203719_at	ERCC excision repair 1, endonuclease non-catalytic subunit(ERCC1)	Homo sapiens
235399_at	ERCC excision repair 2, TFIIH core complex helicase subunit(ERCC2)	Homo sapiens
213468_at	ERCC excision repair 2, TFIIH core complex helicase subunit(ERCC2)	Homo sapiens
1569583_at	epiregulin(EREG)	Homo sapiens
205767_at	epiregulin(EREG)	Homo sapiens
207327_at	EYA transcriptional coactivator and phosphatase 4(EYA4)	Homo sapiens
238877_at	EYA transcriptional coactivator and phosphatase 4(EYA4)	Homo sapiens
1561088_at	EYA transcriptional coactivator and phosphatase 4(EYA4)	Homo sapiens
202176_at	ERCC excision repair 3, TFIIH core complex helicase subunit(ERCC3)	Homo sapiens
210158_at	ERCC excision repair 4, endonuclease catalytic subunit(ERCC4)	Homo sapiens
235215_at	ERCC excision repair 4, endonuclease catalytic subunit(ERCC4)	Homo sapiens
202414_at	ERCC excision repair 5, endonuclease(ERCC5)	Homo sapiens
207347_at	ERCC excision repair 6, chromatin remodeling factor(ERCC6)	Homo sapiens
230108_at	ERCC excision repair 6, chromatin remodeling factor(ERCC6)	Homo sapiens
226832_at	ring finger protein 168(RNF168)	Homo sapiens
1553127_a_at	ring finger protein 168(RNF168)	Homo sapiens
203643_at	ETS2 repressor factor(ERF)	Homo sapiens
230368_at	ETS2 repressor factor(ERF)	Homo sapiens
211626_x_at	ETS transcription factor ERG(ERG)	Homo sapiens
222079_at	ETS transcription factor ERG(ERG)	Homo sapiens
213541_s_at	ETS transcription factor ERG(ERG)	Homo sapiens
241926_s_at	ETS transcription factor ERG(ERG)	Homo sapiens
200043_at	ERH mRNA splicing and mitosis factor(ERH)	Homo sapiens
207061_at	endoplasmic reticulum to nucleus signaling 1(ERN1)	Homo sapiens
235745_at	endoplasmic reticulum to nucleus signaling 1(ERN1)	Homo sapiens
227755_at	endoplasmic reticulum to nucleus signaling 1(ERN1)	Homo sapiens
1562777_at	endogenous retrovirus group 3 member 1, envelope(ERV3-1)	Homo sapiens
211623_s_at	fibrillarin(FBL)	Homo sapiens
228162_at	esterase D(ESD)	Homo sapiens
240808_at	esterase D(ESD)	Homo sapiens
215096_s_at	esterase D(ESD)	Homo sapiens
209009_at	esterase D(ESD)	Homo sapiens
211233_x_at	estrogen receptor 1(ESR1)	Homo sapiens
211234_x_at	estrogen receptor 1(ESR1)	Homo sapiens
211627_x_at	estrogen receptor 1(ESR1)	Homo sapiens
211235_s_at	estrogen receptor 1(ESR1)	Homo sapiens
217163_at	estrogen receptor 1(ESR1)	Homo sapiens
205225_at	estrogen receptor 1(ESR1)	Homo sapiens
215551_at	estrogen receptor 1(ESR1)	Homo sapiens
215552_s_at	estrogen receptor 1(ESR1)	Homo sapiens
217190_x_at	estrogen receptor 1(ESR1)	Homo sapiens
211120_x_at	estrogen receptor 2(ESR2)	Homo sapiens
210780_at	estrogen receptor 2(ESR2)	Homo sapiens
211118_x_at	estrogen receptor 2(ESR2)	Homo sapiens
1569554_at	estrogen receptor 2(ESR2)	Homo sapiens
211119_at	estrogen receptor 2(ESR2)	Homo sapiens
211117_x_at	estrogen receptor 2(ESR2)	Homo sapiens
203193_at	estrogen related receptor alpha(ESRRA)	Homo sapiens
1487_at	estrogen related receptor alpha(ESRRA)	Homo sapiens
223858_at	estrogen related receptor beta(ESRRB)	Homo sapiens
207726_at	estrogen related receptor beta(ESRRB)	Homo sapiens
1556156_at	estrogen related receptor beta(ESRRB)	Homo sapiens
207981_s_at	estrogen related receptor gamma(ESRRG)	Homo sapiens
209966_x_at	estrogen related receptor gamma(ESRRG)	Homo sapiens
201573_s_at	eukaryotic translation termination factor 1(ETF1)	Homo sapiens
201574_at	eukaryotic translation termination factor 1(ETF1)	Homo sapiens
201931_at	electron transfer flavoprotein subunit alpha(ETFA)	Homo sapiens
202942_at	electron transfer flavoprotein subunit beta(ETFB)	Homo sapiens
33494_at	electron transfer flavoprotein dehydrogenase(ETFDH)	Homo sapiens
205530_at	electron transfer flavoprotein dehydrogenase(ETFDH)	Homo sapiens
214447_at	ETS proto-oncogene 1, transcription factor(ETS1)	Homo sapiens
224833_at	ETS proto-oncogene 1, transcription factor(ETS1)	Homo sapiens
1555355_a_at	ETS proto-oncogene 1, transcription factor(ETS1)	Homo sapiens
201329_s_at	ETS proto-oncogene 2, transcription factor(ETS2)	Homo sapiens
201328_at	ETS proto-oncogene 2, transcription factor(ETS2)	Homo sapiens
241193_at	ETS proto-oncogene 2, transcription factor(ETS2)	Homo sapiens
221910_at	ETS variant transcription factor 1(ETV1)	Homo sapiens
206501_x_at	ETS variant transcription factor 1(ETV1)	Homo sapiens
217061_s_at	ETS variant transcription factor 1(ETV1)	Homo sapiens
221911_at	ETS variant transcription factor 1(ETV1)	Homo sapiens
217053_x_at	ETS variant transcription factor 1(ETV1)	Homo sapiens
215510_at	ETS variant transcription factor 2(ETV2)	Homo sapiens
227200_at	ETS variant transcription factor 3(ETV3)	Homo sapiens
214480_at	ETS variant transcription factor 3(ETV3)	Homo sapiens
1552423_at	ETS variant transcription factor 3(ETV3)	Homo sapiens
211603_s_at	ETS variant transcription factor 4(ETV4)	Homo sapiens
1554576_a_at	ETS variant transcription factor 4(ETV4)	Homo sapiens
203349_s_at	ETS variant transcription factor 5(ETV5)	Homo sapiens
231083_at	ETS variant transcription factor 5(ETV5)	Homo sapiens
203348_s_at	ETS variant transcription factor 5(ETV5)	Homo sapiens
216375_s_at	ETS variant transcription factor 5(ETV5)	Homo sapiens
230102_at	ETS variant transcription factor 5(ETV5)	Homo sapiens
205585_at	ETS variant transcription factor 6(ETV6)	Homo sapiens
235056_at	ETS variant transcription factor 6(ETV6)	Homo sapiens
225764_at	ETS variant transcription factor 6(ETV6)	Homo sapiens
239740_at	ETS variant transcription factor 6(ETV6)	Homo sapiens
219432_at	EvC ciliary complex subunit 1(EVC)	Homo sapiens
210887_s_at	EvC ciliary complex subunit 1(EVC)	Homo sapiens
234421_s_at	EvC ciliary complex subunit 1(EVC)	Homo sapiens
226420_at	MDS1 and EVI1 complex locus(MECOM)	Homo sapiens
221884_at	MDS1 and EVI1 complex locus(MECOM)	Homo sapiens
215851_at	MDS1 and EVI1 complex locus(MECOM)	Homo sapiens
208434_at	MDS1 and EVI1 complex locus(MECOM)	Homo sapiens
243277_x_at	MDS1 and EVI1 complex locus(MECOM)	Homo sapiens
204774_at	ecotropic viral integration site 2A(EVI2A)	Homo sapiens
211742_s_at	ecotropic viral integration site 2B(EVI2B)	Homo sapiens
204503_at	envoplakin(EVPL)	Homo sapiens
231706_s_at	even-skipped homeobox 1(EVX1)	Homo sapiens
207914_x_at	even-skipped homeobox 1(EVX1)	Homo sapiens
229966_at	EWS RNA binding protein 1(EWSR1)	Homo sapiens
210012_s_at	EWS RNA binding protein 1(EWSR1)	Homo sapiens
209214_s_at	EWS RNA binding protein 1(EWSR1)	Homo sapiens
210011_s_at	EWS RNA binding protein 1(EWSR1)	Homo sapiens
201995_at	exostosin glycosyltransferase 1(EXT1)	Homo sapiens
230183_at	exostosin glycosyltransferase 1(EXT1)	Homo sapiens
214985_at	exostosin glycosyltransferase 1(EXT1)	Homo sapiens
202012_s_at	exostosin glycosyltransferase 2(EXT2)	Homo sapiens
202013_s_at	exostosin glycosyltransferase 2(EXT2)	Homo sapiens
206329_at	exostosin like glycosyltransferase 1(EXTL1)	Homo sapiens
209537_at	exostosin like glycosyltransferase 2(EXTL2)	Homo sapiens
209202_s_at	exostosin like glycosyltransferase 3(EXTL3)	Homo sapiens
211051_s_at	exostosin like glycosyltransferase 3(EXTL3)	Homo sapiens
214608_s_at	EYA transcriptional coactivator and phosphatase 1(EYA1)	Homo sapiens
1569736_at	EYA transcriptional coactivator and phosphatase 1(EYA1)	Homo sapiens
209692_at	EYA transcriptional coactivator and phosphatase 2(EYA2)	Homo sapiens
1554844_at	EYA transcriptional coactivator and phosphatase 3(EYA3)	Homo sapiens
1552314_a_at	EYA transcriptional coactivator and phosphatase 3(EYA3)	Homo sapiens
206379_at	EYA transcriptional coactivator and phosphatase 3(EYA3)	Homo sapiens
226170_at	EYA transcriptional coactivator and phosphatase 3(EYA3)	Homo sapiens
239197_s_at	enhancer of zeste 1 polycomb repressive complex 2 subunit(EZH1)	Homo sapiens
32259_at	enhancer of zeste 1 polycomb repressive complex 2 subunit(EZH1)	Homo sapiens
211310_at	enhancer of zeste 1 polycomb repressive complex 2 subunit(EZH1)	Homo sapiens
239198_at	enhancer of zeste 1 polycomb repressive complex 2 subunit(EZH1)	Homo sapiens
203249_at	enhancer of zeste 1 polycomb repressive complex 2 subunit(EZH1)	Homo sapiens
203358_s_at	enhancer of zeste 2 polycomb repressive complex 2 subunit(EZH2)	Homo sapiens
205754_at	coagulation factor II, thrombin(F2)	Homo sapiens
203989_x_at	coagulation factor II thrombin receptor(F2R)	Homo sapiens
1569642_at	coagulation factor II thrombin receptor(F2R)	Homo sapiens
206429_at	F2R like trypsin receptor 1(F2RL1)	Homo sapiens
213506_at	F2R like trypsin receptor 1(F2RL1)	Homo sapiens
206795_at	coagulation factor II thrombin receptor like 2(F2RL2)	Homo sapiens
230147_at	coagulation factor II thrombin receptor like 2(F2RL2)	Homo sapiens
204363_at	coagulation factor III, tissue factor(F3)	Homo sapiens
204713_s_at	coagulation factor V(F5)	Homo sapiens
204714_s_at	coagulation factor V(F5)	Homo sapiens
231029_at	coagulation factor V(F5)	Homo sapiens
207300_s_at	coagulation factor VII(F7)	Homo sapiens
237414_at	coagulation factor VII(F7)	Homo sapiens
205756_s_at	coagulation factor VIII(F8)	Homo sapiens
1569283_at	zinc finger protein 891(ZNF891)	Homo sapiens
207218_at	coagulation factor IX(F9)	Homo sapiens
205620_at	coagulation factor X(F10)	Homo sapiens
206610_s_at	coagulation factor XI(F11)	Homo sapiens
1563160_at	coagulation factor XI(F11)	Homo sapiens
1569592_a_at	coagulation factor XI(F11)	Homo sapiens
1569591_at	coagulation factor XI(F11)	Homo sapiens
205774_at	coagulation factor XII(F12)	Homo sapiens
215961_at	coagulation factor XII(F12)	Homo sapiens
203305_at	coagulation factor XIII A chain(F13A1)	Homo sapiens
235700_at	cancer/testis antigen family 45 member A7(CT45A7)	Homo sapiens
1567912_s_at	cancer/testis antigen family 45 member A7(CT45A7)	Homo sapiens
207810_at	coagulation factor XIII B chain(F13B)	Homo sapiens
204231_s_at	fatty acid amide hydrolase(FAAH)	Homo sapiens
203980_at	fatty acid binding protein 4(FABP4)	Homo sapiens
235978_at	fatty acid binding protein 4(FABP4)	Homo sapiens
231693_at	fatty acid binding protein 1(FABP1)	Homo sapiens
205892_s_at	fatty acid binding protein 1(FABP1)	Homo sapiens
207475_at	fatty acid binding protein 2(FABP2)	Homo sapiens
214285_at	fatty acid binding protein 3(FABP3)	Homo sapiens
205738_s_at	fatty acid binding protein 3(FABP3)	Homo sapiens
1556643_at	BST2 interferon stimulated positive regulator(BISPR)	Homo sapiens
202345_s_at	fatty acid binding protein 5(FABP5)	Homo sapiens
1566124_a_at	fatty acid binding protein 6(FABP6)	Homo sapiens
1566123_at	fatty acid binding protein 6(FABP6)	Homo sapiens
210445_at	fatty acid binding protein 6(FABP6)	Homo sapiens
205030_at	fatty acid binding protein 7(FABP7)	Homo sapiens
205029_s_at	fatty acid binding protein 7(FABP7)	Homo sapiens
216192_at	fatty acid binding protein 7(FABP7)	Homo sapiens
242503_at	carbohydrate sulfotransferase 13(CHST13)	Homo sapiens
239647_at	carbohydrate sulfotransferase 13(CHST13)	Homo sapiens
203805_s_at	FA complementation group A(FANCA)	Homo sapiens
236976_at	FA complementation group A(FANCA)	Homo sapiens
203806_s_at	FA complementation group A(FANCA)	Homo sapiens
215530_at	FA complementation group A(FANCA)	Homo sapiens
205189_s_at	FA complementation group C(FANCC)	Homo sapiens
1559513_a_at	FA complementation group C(FANCC)	Homo sapiens
242654_at	FA complementation group C(FANCC)	Homo sapiens
242560_at	FA complementation group D2(FANCD2)	Homo sapiens
223545_at	FA complementation group D2(FANCD2)	Homo sapiens
1568891_x_at	FA complementation group D2(FANCD2)	Homo sapiens
1568889_at	FA complementation group D2(FANCD2)	Homo sapiens
220255_at	FA complementation group E(FANCE)	Homo sapiens
229447_x_at	NBPF member 19(NBPF19)	Homo sapiens
207275_s_at	acyl-CoA synthetase long chain family member 1(ACSL1)	Homo sapiens
201963_at	acyl-CoA synthetase long chain family member 1(ACSL1)	Homo sapiens
201660_at	acyl-CoA synthetase long chain family member 3(ACSL3)	Homo sapiens
201662_s_at	acyl-CoA synthetase long chain family member 3(ACSL3)	Homo sapiens
201661_s_at	acyl-CoA synthetase long chain family member 3(ACSL3)	Homo sapiens
1557418_at	acyl-CoA synthetase long chain family member 4(ACSL4)	Homo sapiens
